屬性,品種,性別,體型,顏色,年紀,結紮,疫苗,地點,網址
屬性: 貓,品種：混種貓,性別： 公,體型： SMALL,顏色：黃虎斑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 桃園市動物保護教育園區 ,"('<73470>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/15e605ac-aa9d-49b1-a2b2-83e6fad40c84_org.jpg')"
屬性: 貓,品種：混種貓,性別： 公,體型： SMALL,顏色：虎斑白色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 桃園市動物保護教育園區 ,"('<73471>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/476c9178-0ff3-41a0-a9f8-37db4aac3d8c_org.jpg')"
屬性: 貓,品種：混種貓,性別： 公,體型： SMALL,顏色：黑白色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 桃園市動物保護教育園區 ,"('<73472>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/41bf3bc9-6226-4d9f-aedf-001aa3164e33_org.jpg')"
屬性: 狗,品種：混種狗,性別： 母,體型： SMALL,顏色：虎斑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 臺東縣動物收容中心 ,"('<73473>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/860d811b-d80e-46ed-9548-4f585162b7f7_org.jpeg')"
屬性: 狗,品種：混種狗,性別： 母,體型： SMALL,顏色：黑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 臺東縣動物收容中心 ,"('<73474>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/bd3657e1-ba53-4c86-a21c-2dcea256d7a7_org.jpeg')"
屬性: 貓,品種：混種貓,性別： 母,體型： SMALL,顏色：三花色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 臺北市動物之家 ,"('<73475>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/434e33f4-253f-4446-9084-c0e64694ce4a_org.jpg')"
屬性: 狗,品種：混種狗,性別： 母,體型： SMALL,顏色：黑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 臺東縣動物收容中心 ,"('<73476>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/542d3d96-4105-496a-80a4-84b1f4cacbc4_org.jpeg')"
屬性: 貓,品種：混種貓,性別： 母,體型： SMALL,顏色：黑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 臺北市動物之家 ,"('<73477>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/f9dd13ce-0e62-4285-8671-60958129ed9e_org.jpg')"
屬性: 狗,品種：貴賓,性別： 母,體型： SMALL,顏色：黃色,年紀：成年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 新北市中和區公立動物之家 ,"('<73478>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/4fcf49a7-5f52-4025-a9dc-c9cc7f670e93_org.jpg')"
屬性: 狗,品種：貴賓,性別： 母,體型： SMALL,顏色：黑色,年紀：成年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 新北市中和區公立動物之家 ,"('<73479>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/3fc7d7e7-4465-45c7-a5ff-314cad343aa8_org.jpg')"
屬性: 狗,品種：西施,性別： 公,體型： SMALL,顏色：黑白色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 桃園市動物保護教育園區 ,"('<73480>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/9b8cdbab-d73c-466b-980c-b0eb72277c49_org.jpg')"
屬性: 貓,品種：混種貓,性別： 公,體型： SMALL,顏色：虎斑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 金門縣動物收容中心 ,"('<73481>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/e7acd027-3ea1-4557-9083-3504db7900f3_org.jpg')"
屬性: 貓,品種：混種貓,性別： 公,體型： SMALL,顏色：黃虎斑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 金門縣動物收容中心 ,"('<73482>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/49ab55ad-d285-4828-bd6b-3f1db8d74ced_org.jpg')"
屬性: 貓,品種：混種貓,性別： 公,體型： SMALL,顏色：黃虎斑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 金門縣動物收容中心 ,"('<73483>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/db0da889-c64b-41be-95e0-a241ec05381a_org.jpg')"
屬性: 狗,品種：混種狗,性別： 公,體型： BIG,顏色：黃色,年紀：幼年,結紮： 已結紮,狂犬病疫苗： 已施打,地點: 彰化縣流浪狗中途之家 ,"('<73484>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/41d47f5c-9df6-4b40-9cd7-f59e006363a6_org.jpg')"
屬性: 貓,品種：混種貓,性別： 母,體型： SMALL,顏色：虎斑白色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 新北市中和區公立動物之家 ,"('<73485>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/9872da18-8e5f-4be7-a0bd-1778d027e0c4_org.JPG')"
屬性: 貓,品種：混種貓,性別： 母,體型： SMALL,顏色：虎斑白色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 新北市中和區公立動物之家 ,"('<73486>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/1ef50211-d095-46e3-9032-b937c836fe9f_org.JPG')"
屬性: 狗,品種：混種狗,性別： 公,體型： SMALL,顏色：黃色,年紀：幼年,結紮： 已結紮,狂犬病疫苗： 已施打,地點: 新北市淡水區公立動物之家 ,"('<73487>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/ed6fbe16-3ffc-4669-8147-03bc32bf68a2_org.jpg')"
屬性: 狗,品種：混種狗,性別： 母,體型： SMALL,顏色：黑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 高雄市燕巢動物保護關愛園區 ,"('<73488>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/c837214e-a887-4f13-9abe-8588a7eef441_org.JPG')"
屬性: 狗,品種：混種狗,性別： 母,體型： SMALL,顏色：黑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 高雄市燕巢動物保護關愛園區 ,"('<73489>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/709ad8f3-725b-4cae-9529-539999ccf6dd_org.JPG')"
屬性: 狗,品種：混種狗,性別： 母,體型： SMALL,顏色：黃色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 高雄市燕巢動物保護關愛園區 ,"('<73490>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/e7baf099-5d83-4a17-a43a-80580c98e3fe_org.JPG')"
屬性: 狗,品種：混種狗,性別： 公,體型： SMALL,顏色：黃色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 高雄市燕巢動物保護關愛園區 ,"('<73491>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/4fcabf06-e7e9-4522-a571-8f403ab390a0_org.JPG')"
屬性: 狗,品種：混種狗,性別： 母,體型： SMALL,顏色：黑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 高雄市燕巢動物保護關愛園區 ,"('<73492>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/ba3b5064-27bb-4ff2-958b-d381daeaa4b8_org.JPG')"
屬性: 貓,品種：混種貓,性別： 母,體型： SMALL,顏色：黃色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 苗栗縣生態保育教育中心(動物收容所) ,"('<73493>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/15232f27-2ca2-4e57-aef7-a6a7694dc534_org.jpg')"
屬性: 狗,品種：混種狗,性別： 母,體型： SMALL,顏色：棕色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 苗栗縣生態保育教育中心(動物收容所) ,"('<73494>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/7d05fe33-0d5b-4c36-a0e3-79356fddb7a1_org.jpg')"
屬性: 狗,品種：混種狗,性別： 公,體型： SMALL,顏色：棕色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 苗栗縣生態保育教育中心(動物收容所) ,"('<73495>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/451ec1b7-f5aa-4dc1-a932-f478406a6f00_org.jpg')"
屬性: 狗,品種：混種狗,性別： 母,體型： MEDIUM,顏色：黑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 臺南市動物之家善化站 ,"('<73496>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/119d488f-122a-4b70-9f9f-320b46ed0c55_org.jpg')"
屬性: 貓,品種：混種貓,性別： 母,體型： SMALL,顏色：黃虎斑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 新北市淡水區公立動物之家 ,"('<73497>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/635f358f-a560-41a1-a15a-a324bc6be92a_org.JPG')"
屬性: 狗,品種：混種狗,性別： 公,體型： MEDIUM,顏色：黃色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 臺南市動物之家善化站 ,"('<73498>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/0726b815-ee68-4079-99ab-ffffde538e6f_org.jpg')"
屬性: 狗,品種：混種狗,性別： 母,體型： SMALL,顏色：黃色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 高雄市燕巢動物保護關愛園區 ,"('<73499>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/04148f3d-ea4b-49ba-96aa-404c59e30b57_org.JPG')"
屬性: 狗,品種：混種狗,性別： 母,體型： SMALL,顏色：黃色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 高雄市燕巢動物保護關愛園區 ,"('<73500>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/c248cb1d-b3e9-4a86-a7f9-6e9272873ae3_org.JPG')"
屬性: 貓,品種：混種貓,性別： 公,體型： SMALL,顏色：黃虎斑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 新北市淡水區公立動物之家 ,"('<73501>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/37603d29-fad8-4ddf-8453-0cd67ad08449_org.JPG')"
屬性: 狗,品種：混種狗,性別： 母,體型： SMALL,顏色：黃色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 高雄市燕巢動物保護關愛園區 ,"('<73502>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/155974e9-3833-412c-9e5c-dde3e2302ffb_org.JPG')"
屬性: 狗,品種：混種狗,性別： 母,體型： SMALL,顏色：黑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 高雄市燕巢動物保護關愛園區 ,"('<73503>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/2ddf19b3-e39e-41bd-a549-b15eeb9ed359_org.JPG')"
屬性: 狗,品種：混種狗,性別： 母,體型： SMALL,顏色：黑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 高雄市燕巢動物保護關愛園區 ,"('<73504>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/a4215683-4bb6-441e-ae20-4b6b3f62b077_org.JPG')"
屬性: 狗,品種：混種狗,性別： 母,體型： SMALL,顏色：黑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 高雄市燕巢動物保護關愛園區 ,"('<73505>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/e26141f5-8dcf-4902-9064-e34b915daabc_org.JPG')"
屬性: 狗,品種：混種狗,性別： 母,體型： MEDIUM,顏色：黑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 高雄市燕巢動物保護關愛園區 ,"('<73506>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/30ffbf4c-8cd1-4deb-826c-1da523ed3dab_org.JPG')"
屬性: 狗,品種：混種狗,性別： 母,體型： MEDIUM,顏色：棕色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 高雄市燕巢動物保護關愛園區 ,"('<73507>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/85ee3e33-9da3-41a6-863c-8dc68bcb44cd_org.JPG')"
屬性: 狗,品種：混種狗,性別： 公,體型： MEDIUM,顏色：黑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 彰化縣流浪狗中途之家 ,"('<73508>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/f998afab-ae0a-48e8-9c1e-1b5a5a1da4ef_org.jpg')"
屬性: 狗,品種：混種狗,性別： 公,體型： MEDIUM,顏色：黑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 彰化縣流浪狗中途之家 ,"('<73509>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/e69b280b-1298-447e-bae5-e206b8cdac2e_org.jpg')"
屬性: 狗,品種：混種狗,性別： 母,體型： MEDIUM,顏色：黃色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 高雄市燕巢動物保護關愛園區 ,"('<73510>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/9499e92a-e7cd-43c8-be1e-5d00160a235b_org.JPG')"
屬性: 狗,品種：混種狗,性別： 公,體型： MEDIUM,顏色：黃色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 彰化縣流浪狗中途之家 ,"('<73511>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/6f4d4c02-d1ed-4231-a4c2-f46adb5a25f2_org.jpg')"
屬性: 狗,品種：混種狗,性別： 母,體型： MEDIUM,顏色：黑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 高雄市燕巢動物保護關愛園區 ,"('<73512>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/8b1ea5d4-1968-4df9-9d78-ca7073d4e454_org.JPG')"
屬性: 狗,品種：混種狗,性別： 母,體型： MEDIUM,顏色：黑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 彰化縣流浪狗中途之家 ,"('<73513>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/74b0f640-7725-4623-986b-1cfc0a28c7b2_org.jpg')"
屬性: 狗,品種：混種狗,性別： 母,體型： MEDIUM,顏色：黑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 高雄市燕巢動物保護關愛園區 ,"('<73514>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/aa420174-9298-4dae-9b1e-38aadccd3a88_org.JPG')"
屬性: 狗,品種：混種狗,性別： 母,體型： MEDIUM,顏色：黃色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 彰化縣流浪狗中途之家 ,"('<73515>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/c3328209-ae3f-4e6f-8e65-a0f8fc9c2f04_org.jpg')"
屬性: 狗,品種：混種狗,性別： 公,體型： MEDIUM,顏色：黑黃色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 新竹市動物保護教育園區 ,"('<73516>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/e13d2c01-b164-4662-a925-ed78f7a26a64_org.JPG')"
屬性: 狗,品種：混種狗,性別： 母,體型： MEDIUM,顏色：黃色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 高雄市燕巢動物保護關愛園區 ,"('<73517>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/7bbd4f0e-308a-431a-8642-f2a1eb8b8898_org.JPG')"
屬性: 狗,品種：混種狗,性別： 母,體型： MEDIUM,顏色：黑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 彰化縣流浪狗中途之家 ,"('<73518>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/bae91dde-d012-441d-817e-09b9419d608a_org.jpg')"
屬性: 狗,品種：混種狗,性別： 母,體型： MEDIUM,顏色：黑黃色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 彰化縣流浪狗中途之家 ,"('<73519>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/97a69b15-b8af-4a32-8acc-ab65f21b9301_org.jpg')"
屬性: 狗,品種：混種狗,性別： 公,體型： MEDIUM,顏色：黑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 彰化縣流浪狗中途之家 ,"('<73520>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/c9a7269e-6b18-4829-8b75-2d2744aa4902_org.jpg')"
屬性: 狗,品種：混種狗,性別： 公,體型： MEDIUM,顏色：黑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 彰化縣流浪狗中途之家 ,"('<73521>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/e49f018a-ede8-4aaf-8b7e-a7ff100f7c81_org.jpg')"
屬性: 狗,品種：貴賓,性別： 母,體型： SMALL,顏色：咖啡色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 桃園市動物保護教育園區 ,"('<73522>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/a08bd260-1f57-4100-98bb-ea440a0a88cb_org.jpg')"
屬性: 狗,品種：混種狗,性別： 公,體型： MEDIUM,顏色：黑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 桃園市動物保護教育園區 ,"('<73523>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/043e0b60-262f-4bca-9d2d-b63801893b5c_org.jpg')"
屬性: 狗,品種：狼犬,性別： 公,體型： BIG,顏色：黑棕色,年紀：成年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 桃園市動物保護教育園區 ,"('<73524>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/2905b816-5f2d-4c0f-b20d-0dc6c7c2943a_org.jpg')"
屬性: 狗,品種：臘腸,性別： 公,體型： MEDIUM,顏色：黃色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 高雄市燕巢動物保護關愛園區 ,"('<73525>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/30432314-4202-43ed-ac45-68159bb1bf43_org.JPG')"
屬性: 狗,品種：混種狗,性別： 母,體型： MEDIUM,顏色：黃色,年紀：幼年,結紮： 已結紮,狂犬病疫苗： 已施打,地點: 彰化縣流浪狗中途之家 ,"('<73526>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/d4d86f5e-e27f-4fd6-aa99-b183ea9ef5f8_org.jpg')"
屬性: 狗,品種：混種狗,性別： 母,體型： MEDIUM,顏色：黃色,年紀：幼年,結紮： 已結紮,狂犬病疫苗： 已施打,地點: 彰化縣流浪狗中途之家 ,"('<73527>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/210111c8-74a4-47e9-ab5a-f6a32dea40c1_org.jpg')"
屬性: 狗,品種：混種狗,性別： 公,體型： MEDIUM,顏色：黃色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 彰化縣流浪狗中途之家 ,"('<73528>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/36893735-cf01-4ee4-87f2-2fd008214167_org.jpg')"
屬性: 狗,品種：混種狗,性別： 公,體型： MEDIUM,顏色：白色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 宜蘭縣流浪動物中途之家 ,"('<73529>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/0f6884d1-ec75-432e-885a-ff2759062432_org.jpg')"
屬性: 狗,品種：混種狗,性別： 母,體型： MEDIUM,顏色：黑色,年紀：幼年,結紮： 已結紮,狂犬病疫苗： 已施打,地點: 臺北市動物之家 ,"('<73530>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/e60448d9-14a2-45ff-b2ad-630f6ca41768_org.jpg')"
屬性: 狗,品種：混種狗,性別： 公,體型： MEDIUM,顏色：黑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 宜蘭縣流浪動物中途之家 ,"('<73531>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/907ca82b-d0c1-452e-a319-b04d65e0714c_org.jpg')"
屬性: 狗,品種：柴犬,性別： 公,體型： SMALL,顏色：黃色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 桃園市動物保護教育園區 ,"('<73532>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/78121905-fe44-4d78-82c1-6ad5d6af21bd_org.jpg')"
屬性: 狗,品種：混種狗,性別： 母,體型： MEDIUM,顏色：黑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 彰化縣流浪狗中途之家 ,"('<73533>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/f18433bf-2f05-4170-aca1-8ede3a9ae325_org.jpg')"
屬性: 狗,品種：混種狗,性別： 母,體型： MEDIUM,顏色：黑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 彰化縣流浪狗中途之家 ,"('<73534>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/f61af0bd-ea8e-45e9-ae18-a29ed8797661_org.jpg')"
屬性: 狗,品種：混種狗,性別： 公,體型： MEDIUM,顏色：黑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 彰化縣流浪狗中途之家 ,"('<73535>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/b1ad8361-7deb-4d13-8c35-4f977d2a0083_org.jpg')"
屬性: 狗,品種：混種狗,性別： 母,體型： SMALL,顏色：黑黃色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 桃園市動物保護教育園區 ,"('<73536>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/4f5857e2-9a62-4cc9-a92b-11ab1eb29fd8_org.jpg')"
屬性: 狗,品種：混種狗,性別： 公,體型： MEDIUM,顏色：黃色,年紀：幼年,結紮： 已結紮,狂犬病疫苗： 已施打,地點: 新竹市動物保護教育園區 ,"('<73537>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/d38d764f-bded-4c10-8124-c324805d2e56_org.jpg')"
屬性: 狗,品種：混種狗,性別： 公,體型： BIG,顏色：黑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 宜蘭縣流浪動物中途之家 ,"('<73538>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/2eefe604-5f54-4143-bac5-b4454ad4da61_org.jpg')"
屬性: 貓,品種：混種貓,性別： 公,體型： MEDIUM,顏色：黃白色,年紀：幼年,結紮： 已結紮,狂犬病疫苗： 已施打,地點: 新竹市動物保護教育園區 ,"('<73539>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/e4631684-1184-468a-85b9-26620d9b5a4c_org.jpg')"
屬性: 貓,品種：混種貓,性別： 母,體型： MEDIUM,顏色：虎斑色,年紀：幼年,結紮： 已結紮,狂犬病疫苗： 已施打,地點: 新竹市動物保護教育園區 ,"('<73540>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/b44a9ac4-4bb2-4df5-b5a5-46be33fad38d_org.JPG')"
屬性: 貓,品種：混種貓,性別： 母,體型： SMALL,顏色：虎斑白色,年紀：幼年,結紮： 已結紮,狂犬病疫苗： 已施打,地點: 新竹市動物保護教育園區 ,"('<73541>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/fdebb89b-9b3c-4df5-9330-63294af7f5dc_org.JPG')"
屬性: 狗,品種：貴賓,性別： 公,體型： SMALL,顏色：咖啡色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 桃園市動物保護教育園區 ,"('<73542>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/ee494a26-97df-47c4-9334-046ffd2c8889_org.jpg')"
屬性: 貓,品種：混種貓,性別： 公,體型： MEDIUM,顏色：虎斑白色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 新北市五股區公立動物之家 ,"('<73543>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/d3480c11-b495-4cb4-b5b5-4ef510af671d_org.jpg')"
屬性: 狗,品種：混種狗,性別： 母,體型： MEDIUM,顏色：黃色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 臺南市動物之家善化站 ,"('<73544>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/70a5bcd3-19fb-491f-84e7-b800662054cf_org.jpg')"
屬性: 狗,品種：混種狗,性別： 母,體型： MEDIUM,顏色：虎斑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 臺南市動物之家善化站 ,"('<73545>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/db5333e5-cc31-4685-bb74-be5c7cdb65ec_org.jpg')"
屬性: 狗,品種：混種狗,性別： 母,體型： MEDIUM,顏色：虎斑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 臺南市動物之家善化站 ,"('<73546>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/81e37685-e7cc-47c8-a767-dfd565838443_org.jpg')"
屬性: 狗,品種：混種狗,性別： 公,體型： MEDIUM,顏色：黑白色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 臺南市動物之家善化站 ,"('<73547>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/be9b970d-b6f2-47f7-b5ad-83592c7c13f8_org.jpg')"
屬性: 狗,品種：混種狗,性別： 公,體型： MEDIUM,顏色：黑白色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 臺南市動物之家善化站 ,"('<73548>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/cf66729d-6008-4ffe-a0bd-36ad70d83630_org.jpg')"
屬性: 狗,品種：混種狗,性別： 母,體型： MEDIUM,顏色：黑白色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 臺南市動物之家善化站 ,"('<73549>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/86db78d0-d97e-436a-aaa9-30c9300b8057_org.jpg')"
屬性: 狗,品種：混種狗,性別： 母,體型： MEDIUM,顏色：黃色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 臺南市動物之家善化站 ,"('<73550>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/c0df460f-4e67-4f52-8041-8d0908c82703_org.jpg')"
屬性: 狗,品種：混種狗,性別： 公,體型： MEDIUM,顏色：黑棕色,年紀：幼年,結紮： 已結紮,狂犬病疫苗： 已施打,地點: 臺北市動物之家 ,"('<73551>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/f841f47d-30c5-4fb5-b256-f43ef9df70c4_org.jpg')"
屬性: 狗,品種：混種狗,性別： 公,體型： MEDIUM,顏色：黑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 臺南市動物之家善化站 ,"('<73552>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/033cb8aa-82e8-4984-ae8a-354b1cfaf8e2_org.jpg')"
屬性: 狗,品種：混種狗,性別： 母,體型： MEDIUM,顏色：黑白色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 臺南市動物之家善化站 ,"('<73553>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/7129260f-242d-448d-bce8-c376b1e19609_org.jpg')"
